ID,Jahr,Betriebsteile,Vollbeschaeftigte,Lohnsumme_Mio,Anerkannte_Faelle,Faelle_Taggeld,Schwere_Unfaelle,Schwerste_Unfaelle,Invalidenrenten_UE,Invalidenrenten_80_UE,Todesfaelle_UE,Berufskrankheiten_BK,Invalidenrenten_BK,Todesfaelle_BK,Entschaedigte_Tage
42,2014,809,21105,1586,3006,1557,168,34,16,0,3,33,0,1,75684
42,2015,817,21046,1596,3032,1571,177,32,16,2,1,24,0,1,77776
42,2016,798,21249,1630,2921,1497,190,30,17,2,4,25,2,0,74076
42,2017,804,21699,1647,2959,1556,201,42,18,0,3,24,0,1,82596
42,2018,804,21998,1676,2913,1655,194,46,27,2,6,16,1,0,79035
42,2019,816,21977,1714,2888,1576,182,39,17,2,0,20,1,1,79305
42,2020,817,22108,1728,2857,1582,185,37,12,1,1,23,2,0,80749
42,2021,833,22224,1739,2891,1649,183,38,11,1,2,33,0,0,78363
43,2012,27818,197885,12692,35402,15958,1701,401,178,11,13,306,21,36,769446
43,2013,28373,204793,13185,35685,16379,1840,421,184,8,9,340,11,45,831213
43,2014,28810,210584,13585,35964,16885,2025,450,183,6,16,367,16,42,876347
43,2015,29046,211611,13855,36176,16672,2009,489,202,9,9,346,2,36,894084
43,2016,29507,214670,14209,36307,17507,2255,520,218,10,11,475,15,37,946100
43,2017,29810,219155,14482,35444,17384,2227,509,201,5,13,556,8,51,946439
43,2018,30297,222477,14863,35863,17773,2298,454,182,7,8,597,7,54,950374
43,2019,30500,224496,15188,36846,18964,2462,467,133,8,12,642,8,48,1018173
43,2020,30866,225349,15515,34215,18121,2489,523,135,7,8,627,13,51,1030841
43,2021,31352,228718,15871,35383,18525,2571,452,136,13,6,626,7,73,1029682
45,2012,11443,78512,4539,7864,2601,224,54,24,1,0,56,2,4,104389
45,2013,11570,77390,4603,7886,2640,243,45,9,0,3,64,2,4,108428
45,2014,11665,79378,4689,7647,2577,234,46,10,0,4,54,0,4,105533
45,2015,11695,77786,4740,7470,2500,251,56,26,3,0,67,0,3,112294
45,2016,11846,80285,4916,7459,2680,261,47,26,1,0,91,0,5,113850
45,2017,11906,81800,5007,7285,2690,250,55,22,1,2,88,1,6,113756
45,2018,11944,82780,5125,7317,2815,252,38,18,1,0,84,2,4,115493
45,2019,12003,83899,5227,7490,2793,267,57,16,1,3,99,2,5,119052
45,2020,12025,82436,5247,6763,2709,257,45,14,0,2,83,0,1,117037
45,2021,12249,84219,5287,6960,2736,304,49,14,0,1,89,0,3,122317
46,2012,20588,220231,16322,9051,3822,376,71,24,3,5,61,1,3,158864
46,2013,21045,223439,16625,8768,3730,369,77,23,1,1,47,1,2,163429
46,2014,21390,223179,16779,8769,3757,378,75,26,0,4,48,3,1,167753
46,2015,21774,223085,16808,8836,3691,414,95,27,3,5,45,0,1,174154
46,2016,21737,228851,17827,8589,3685,360,87,44,0,4,49,3,3,164532
46,2017,21579,228298,18037,8737,3850,383,58,27,1,3,39,0,6,166111
46,2018,21435,226624,18166,8626,3952,390,68,21,4,3,35,1,2,169664
46,2019,21287,225950,18409,8933,3957,427,56,20,0,1,33,0,1,168944
46,2020,21113,228839,18740,7889,3803,459,64,14,1,1,58,0,2,175936
46,2021,21105,227140,18659,8143,3867,416,64,17,0,5,52,0,0,168843
47,2012,27606,246469,13958,12960,6089,526,102,27,2,2,76,1,1,236280
47,2013,27210,246446,14057,12793,5861,507,88,26,0,0,82,1,0,227720
47,2014,26922,245334,14130,12628,5765,448,83,22,2,0,64,0,2,218676
47,2015,26697,243594,14148,12661,5914,476,65,13,0,1,71,2,0,217578
47,2016,26401,241558,14253,12454,5826,466,81,28,0,1,51,0,0,216518
47,2017,26179,255876,14788,12932,6199,518,69,20,1,0,49,1,2,226104
47,2018,25896,255164,14945,13059,6289,520,82,18,0,1,51,2,2,228425
47,2019,25629,253399,15022,13446,6487,555,68,15,2,2,43,0,0,234406
47,2020,25419,249387,15121,12109,6010,538,73,11,2,0,83,0,0,224510
47,2021,25724,260165,15632,12911,6488,621,70,13,2,0,36,2,1,245841
49,2012,5846,96542,7415,8464,4403,594,130,59,4,11,66,1,6,239024
49,2013,5930,97186,7545,8244,4353,625,115,43,1,6,82,1,7,243099
49,2014,6003,99387,7764,8138,4300,629,125,61,5,8,79,2,6,248646
49,2015,6047,99929,7864,8226,4205,655,137,47,2,7,62,2,7,244317
49,2016,6107,102627,8101,8274,4386,647,127,41,1,8,77,0,14,256881
49,2017,6174,105113,8286,8597,4654,738,116,47,2,7,66,2,8,269461
49,2018,6165,106688,8413,8701,4769,708,147,29,1,8,54,1,6,271028
49,2019,6265,110360,8680,8934,5048,757,132,44,3,11,45,2,7,286219
49,2020,6240,108984,8811,8109,4676,745,146,26,3,9,54,1,7,277737
49,2021,6320,113111,9000,8703,5106,752,120,25,2,5,62,0,5,282850
50,2012,149,2958,208,198,91,14,1,1,1,0,6,0,2,4412
50,2013,149,3004,215,173,84,9,1,0,0,1,6,0,0,3529
50,2014,151,3190,233,181,78,11,1,2,1,0,3,1,1,3516
50,2015,151,3495,251,181,89,11,0,1,1,0,8,0,0,4440
50,2016,160,3728,273,187,89,19,4,0,0,2,19,0,1,4543
50,2017,173,3945,284,215,87,7,2,1,0,0,24,0,0,3681
50,2018,173,4483,299,218,102,16,1,0,0,1,23,0,1,4102
50,2019,175,4469,326,241,106,11,1,1,0,0,33,0,0,3746
50,2020,166,4400,327,153,69,15,1,0,0,0,19,0,0,4325
50,2021,168,4560,336,171,80,10,4,0,0,0,23,0,1,4441
51,2012,168,10922,817,345,162,13,1,1,0,0,2,0,0,5429
51,2013,171,10881,835,384,163,14,5,0,0,4,5,0,0,5193
51,2014,175,11523,869,398,187,21,3,1,0,0,5,0,1,6711
51,2015,176,11498,888,394,203,17,5,1,0,1,1,0,0,6986
51,2016,174,11782,946,453,237,18,2,0,0,0,13,0,0,7815
51,2017,178,12643,974,443,191,18,2,0,0,0,16,0,1,6895
51,2018,182,13415,1020,592,287,26,3,1,0,1,26,1,2,9041
51,2019,178,13965,1052,524,249,21,0,0,0,0,24,0,0,7659
51,2020,175,12383,1022,276,139,19,2,0,0,0,5,0,2,5061
51,2021,178,10836,917,254,109,12,3,0,0,1,10,0,1,4736
52,2012,1281,34857,2496,2253,1198,121,28,7,0,1,10,0,0,56098
52,2013,1304,35774,2551,2289,1220,123,30,9,1,1,10,0,0,55518
52,2014,1345,36095,2551,2276,1313,134,25,9,0,1,10,0,0,59556
52,2015,1382,35604,2534,2150,1158,126,29,8,0,1,2,1,0,55808
52,2016,1414,36521,2626,2095,1151,128,25,10,2,1,10,1,0,55523
52,2017,1445,38230,2716,2379,1388,152,22,7,0,0,12,0,0,61373
52,2018,1470,39249,2813,2514,1458,149,26,10,0,0,2,0,0,63470
52,2019,1462,40180,2881,2537,1534,162,21,6,0,0,9,0,0,64420
52,2020,1486,39307,2852,2010,1276,158,31,9,0,1,2,0,0,61369
52,2021,1502,40181,2862,2238,1387,147,20,7,0,0,7,0,0,63981
53,2012,346,41121,2897,3148,1785,200,35,14,0,0,7,0,1,81044
53,2013,356,38231,2680,2978,1727,231,36,16,0,1,2,0,0,82963
53,2014,363,35480,2479,2633,1563,169,35,9,0,0,3,0,0,71208
53,2015,345,36001,2465,2724,1579,191,26,11,0,0,1,0,0,73644
53,2016,361,36835,2534,2676,1593,191,41,12,0,1,2,0,0,72916
53,2017,369,35518,2440,2763,1643,205,33,11,1,2,1,0,1,76757
53,2018,367,34786,2403,2738,1685,199,35,17,0,1,7,0,0,75115
53,2019,361,34962,2389,2792,1743,232,25,11,0,1,5,0,0,79054
53,2020,358,34952,2405,2646,1739,208,36,8,1,0,2,0,0,82226
53,2021,367,38814,2480,3204,2019,279,28,1,0,0,4,0,0,95009
55,2012,5263,60910,3014,4655,1972,115,18,4,1,0,11,0,0,55529
55,2013,5229,61841,3096,4549,2026,131,15,3,0,0,13,0,0,59464
55,2014,5235,61847,3163,4634,2049,143,14,5,1,0,6,0,0,59893
55,2015,5259,61633,3167,4346,1907,128,16,2,1,1,10,0,0,57986
55,2016,5223,60872,3156,4394,1967,133,18,3,0,0,8,0,0,61211
55,2017,5106,60916,3170,4454,2027,114,19,1,0,0,17,0,0,58081
55,2018,5133,61920,3233,4573,2156,145,20,3,1,0,5,0,0,61781
55,2019,5171,62436,3279,4552,2146,140,19,2,0,0,14,0,0,64749
55,2020,5100,55996,3017,3176,1550,111,17,1,0,0,8,0,0,51980
55,2021,5085,54199,2929,3171,1445,105,19,3,0,0,11,0,0,45869
56,2012,22932,95693,4973,7960,4216,330,57,10,1,0,67,1,0,154935
56,2013,23113,101746,5343,8042,4256,336,45,9,3,1,20,1,0,152259
56,2014,23383,105804,5658,8275,4388,346,56,12,0,2,19,0,0,155898
56,2015,23162,106818,5755,8174,4302,378,56,4,0,2,21,0,0,160357
56,2016,23523,106438,5889,8191,4327,365,69,5,0,1,20,0,0,163214
56,2017,23320,108945,6000,8337,4487,373,55,3,1,0,13,0,0,161489
56,2018,23097,111567,6113,8291,4494,380,53,3,0,0,22,0,0,160333
56,2019,22958,113330,6208,8632,4682,413,48,5,0,0,19,0,0,165341
56,2020,22585,105254,5933,6397,3589,378,54,3,0,2,36,0,0,147060
56,2021,22247,101511,5731,5749,3084,287,48,2,0,1,13,0,0,124829
58,2012,1137,14247,1103,208,69,8,1,0,0,0,1,0,0,2933
58,2013,1131,14308,1107,201,82,10,1,0,0,0,1,0,0,3361
58,2014,1127,14178,1149,179,63,4,1,0,0,0,0,0,0,2638
58,2015,1108,15031,1153,215,64,7,3,0,0,0,0,0,0,3090
58,2016,1109,12977,1079,175,59,8,1,1,0,0,0,0,0,2809
58,2017,1102,13853,1100,158,46,6,0,0,0,0,1,0,0,2309
58,2018,1090,12027,1062,145,51,9,0,0,0,0,0,0,0,2908
58,2019,1114,12935,1094,190,51,4,1,0,0,0,0,0,0,2318
58,2020,1085,12794,1097,130,45,7,1,0,0,0,0,0,0,2453
58,2021,1060,12600,1095,131,40,4,1,0,0,0,0,0,0,1792
59,2012,1316,4256,324,134,49,3,0,0,0,0,0,0,0,1426
59,2013,1381,3785,326,127,35,4,0,0,0,0,1,0,0,1389
59,2014,1441,3879,330,123,31,6,0,0,0,0,0,0,0,1398
59,2015,1495,3920,335,145,46,3,1,0,0,0,2,0,0,1879
59,2016,1543,4530,343,152,44,8,0,0,0,0,1,0,0,2096
59,2017,1625,4226,347,158,44,6,2,0,0,0,0,0,0,1696
59,2018,1667,4411,352,146,47,4,0,0,0,0,0,0,0,2004
59,2019,1713,4161,355,157,46,5,1,0,0,0,0,0,0,2527
59,2020,1760,4231,346,118,33,3,1,0,0,0,0,0,0,1735
59,2021,1796,4553,350,111,25,3,1,0,0,0,0,0,0,1864
60,2012,128,7740,727,136,44,4,0,1,0,0,2,0,0,1721
60,2013,139,8178,750,151,53,4,0,0,0,0,0,0,0,2383
60,2014,141,8398,752,166,48,3,0,0,0,0,2,0,0,2067
60,2015,145,9310,765,150,51,5,2,0,0,0,1,0,0,2378
60,2016,127,9174,768,122,32,4,1,0,0,0,0,0,0,1281
60,2017,113,8500,748,123,36,3,0,0,0,0,0,0,0,1122
60,2018,100,7666,763,134,43,3,0,0,0,0,1,0,0,1659
60,2019,95,7576,784,153,48,3,0,0,0,0,1,0,0,1432
60,2020,88,7028,734,102,32,4,2,0,0,0,0,0,0,1782
60,2021,82,7272,742,121,33,4,0,0,0,0,0,0,0,995
61,2012,361,26418,2341,450,177,8,3,1,0,0,0,0,0,5197
61,2013,362,27699,2553,467,198,11,3,1,0,0,1,0,2,6420
61,2014,378,28137,2567,475,186,22,3,0,0,1,3,0,0,7863
61,2015,388,29122,2633,498,202,11,4,0,0,0,1,0,1,6135
61,2016,394,28905,2740,471,174,13,3,1,0,0,4,0,0,7260
61,2017,384,27660,2735,518,241,18,3,2,0,0,2,0,1,8938
61,2018,372,26719,2651,501,215,20,1,1,0,0,1,0,0,8145
61,2019,370,26556,2634,518,225,20,3,1,0,0,0,0,0,8313
61,2020,359,25245,2615,404,186,12,2,1,1,0,1,0,0,7244
61,2021,365,25249,2592,430,223,21,4,3,0,0,0,0,0,8579
62,2012,11082,75950,6760,626,163,14,2,1,0,0,3,0,0,5511
62,2013,11534,74207,6779,602,167,14,3,0,0,1,3,0,0,2572
62,2014,12020,77552,7044,676,186,11,2,0,0,0,3,0,0,6380
62,2015,12413,79901,7383,731,186,16,1,0,0,0,0,0,0,6742
62,2016,12669,81166,7957,724,181,21,1,1,0,0,2,0,0,6992
62,2017,13019,87768,8539,792,186,9,1,1,0,0,6,0,0,5283
62,2018,13448,88984,8879,818,225,15,1,0,0,0,0,0,0,6807
62,2019,13959,93656,9346,875,204,23,0,0,0,0,4,0,0,7639
62,2020,14402,94784,9855,697,180,25,3,1,0,0,3,0,0,8958
62,2021,15080,99949,10395,720,182,19,1,0,0,0,1,0,0,7825
63,2012,666,6106,517,76,39,5,0,0,0,0,0,0,0,1332
63,2013,680,6769,580,67,28,4,0,0,0,0,0,0,0,986
63,2014,743,7298,619,75,14,2,1,0,0,1,0,0,0,638
63,2015,811,8242,743,79,16,1,1,1,0,0,1,0,0,875
63,2016,862,9144,856,90,19,3,1,0,0,0,0,0,0,730
63,2017,894,9512,833,96,29,2,1,0,0,0,0,0,0,1208
63,2018,963,10382,954,76,13,0,0,0,0,0,0,0,0,1030
63,2019,981,11354,1118,86,22,3,0,0,0,0,1,0,0,1684
63,2020,1016,13911,1338,80,25,3,0,0,0,0,1,0,0,1391
63,2021,1062,14978,1188,246,135,1,1,0,0,0,0,0,0,3110
64,2012,3257,147649,13431,1366,391,35,7,2,0,0,4,0,0,16641
64,2013,3393,137180,13355,1247,355,54,7,4,0,0,3,1,0,16961
64,2014,3592,137885,13416,1262,327,28,14,2,0,0,4,1,0,15308
64,2015,3709,137762,13537,1202,347,28,3,4,0,0,6,0,1,16419
64,2016,3800,115725,12032,1127,342,34,6,5,0,2,7,0,0,16378
64,2017,3874,112917,11490,1203,330,22,4,1,0,0,15,0,0,13824
64,2018,3972,109322,11572,1045,281,33,6,2,0,1,20,0,0,11643
64,2019,4092,113192,11884,1121,323,29,2,3,0,0,7,0,0,11624
64,2020,4255,113275,11929,813,246,30,2,1,0,0,3,0,1,9497
64,2021,4502,114943,12038,836,265,28,0,0,0,0,1,0,0,10012
65,2012,814,69333,5691,1219,534,50,11,2,0,0,10,0,0,23210
65,2013,852,63693,5372,1147,484,57,12,4,0,2,3,0,0,23804
65,2014,879,78089,6699,1770,457,47,11,2,0,1,4,0,0,20516
65,2015,892,77637,6717,1780,507,44,7,5,0,0,10,1,0,20649
65,2016,887,77368,6959,1902,535,53,4,3,2,0,9,0,0,23321
65,2017,914,62302,5694,1221,452,47,6,2,1,0,10,0,0,18998
65,2018,937,62115,5790,1091,398,35,9,1,0,0,1,0,1,18731
65,2019,962,61207,5718,1064,377,36,7,3,1,0,5,0,0,16823
65,2020,864,63591,5878,974,389,46,8,4,0,1,19,1,0,18823
65,2021,872,64946,6038,989,367,32,8,2,1,1,5,1,0,16872
66,2012,6548,42839,3667,501,154,21,4,0,0,0,3,0,0,8613
66,2013,6715,42147,3721,498,165,22,1,0,0,0,1,0,0,7855
66,2014,7032,44274,3831,478,183,17,3,3,0,0,0,0,0,7577
66,2015,7354,44277,3890,534,163,20,4,0,0,0,0,0,0,8414
66,2016,7578,44838,4242,491,152,14,1,0,0,0,1,0,0,6156
66,2017,7914,49918,4664,574,171,24,2,0,0,0,0,0,0,8373
66,2018,8148,50422,4963,570,176,24,2,0,0,0,2,0,0,7820
66,2019,8295,53299,5157,585,176,19,4,1,1,1,0,0,0,7565
66,2020,8355,57147,5387,508,162,24,4,0,0,0,1,0,0,8990
66,2021,8520,59022,5655,493,136,17,4,0,0,0,1,0,0,6752
68,2012,14319,48208,3192,2947,1112,119,24,13,0,2,32,1,2,50955
68,2013,14567,48122,3265,2918,1135,129,34,11,0,2,27,0,1,58156
68,2014,15272,50595,3365,2628,1057,132,24,10,2,2,14,0,1,55029
68,2015,16171,50134,3486,2415,966,124,25,14,0,0,10,1,1,50126
68,2016,16920,49447,3521,2233,934,116,29,9,0,2,15,0,0,47550
68,2017,17745,48062,3584,2049,842,135,22,8,0,1,12,0,1,50635
68,2018,18446,47198,3608,2041,821,101,24,10,0,0,11,0,0,45137
68,2019,18983,47295,3644,1799,768,99,19,10,0,1,13,0,1,39422
68,2020,19344,49207,3737,1699,770,118,19,3,0,0,46,2,0,42658
68,2021,19829,49604,3794,1666,756,108,16,6,0,2,12,0,1,39993
69,2012,13539,68767,5434,1295,341,28,3,0,0,1,3,0,0,10931
69,2013,13784,67110,5534,1292,293,25,3,2,0,0,5,0,0,9912
69,2014,14044,68130,5521,1023,289,23,1,0,0,0,3,0,0,8785
69,2015,14267,68914,5670,1055,280,27,4,0,0,0,2,0,0,10418
69,2016,14456,67057,5915,1115,283,27,1,2,0,0,3,0,0,10506
69,2017,14549,67135,5991,1123,308,30,2,0,0,0,4,0,0,11214
69,2018,14732,67856,6361,1225,337,39,6,0,0,0,1,0,0,14185
69,2019,14821,69720,6539,1223,322,35,6,2,0,0,1,0,0,15015
69,2020,14950,71167,6652,1155,422,30,5,0,0,0,134,0,0,14235
69,2021,15069,71542,6849,1173,530,21,8,2,1,1,269,0,0,13458
70,2012,11248,98632,7099,2051,857,55,10,3,0,0,11,0,0,25676
70,2013,11760,95398,7789,2146,895,66,6,2,0,0,7,1,3,30709
70,2014,12615,100503,7929,2056,839,81,11,3,0,2,8,0,0,32485
70,2015,13532,97682,7926,2089,794,58,15,3,0,1,12,0,0,27551
70,2016,14371,115843,10506,2160,793,62,14,1,0,0,9,0,0,27887
70,2017,15429,113203,10185,1639,540,62,12,2,0,0,7,0,0,26194
70,2018,16652,112064,10367,1744,541,41,9,2,0,0,5,0,0,25358
70,2019,17819,113858,10607,1983,662,72,8,4,0,0,8,0,0,26933
70,2020,18655,109909,10384,1699,697,75,17,0,0,1,106,0,0,30862
70,2021,19542,113946,10587,1805,796,69,10,2,0,0,138,0,2,32690
71,2012,16382,93572,7283,2883,891,87,11,4,0,2,27,0,1,38844
71,2013,16959,96563,7597,2825,886,105,17,3,0,5,21,0,1,40521
71,2014,17542,100430,7870,2792,818,113,22,13,0,3,17,1,1,45408
71,2015,18007,102598,8103,2875,846,86,28,9,0,2,15,0,1,42705
71,2016,18377,107904,8604,2904,951,106,24,12,0,5,20,0,3,45802
71,2017,18748,108726,8877,2840,901,122,16,7,0,3,21,0,3,41836
71,2018,18916,110032,9173,2976,999,123,18,6,2,0,25,0,2,44231
71,2019,19129,113343,9540,2944,1017,102,15,5,0,1,17,1,2,44447
71,2020,19323,114632,9754,2778,991,137,23,7,0,0,16,0,1,54630
71,2021,19623,116931,10101,3023,1021,135,22,5,1,1,21,0,3,52242
72,2012,994,19668,1796,372,106,7,2,1,0,0,7,0,0,4299
72,2013,1019,19738,1768,352,89,4,1,2,1,0,5,0,0,3471
72,2014,1108,19662,1806,365,88,9,0,0,0,0,2,0,0,3128
72,2015,1192,19781,1810,319,63,5,1,1,1,0,3,0,0,2589
72,2016,1308,21360,1991,370,83,7,3,2,0,1,6,0,0,3931
72,2017,1381,20772,2092,345,65,6,1,0,0,0,6,0,0,2655
72,2018,1458,22070,2177,352,88,8,0,0,0,0,2,0,0,3131
72,2019,1518,23243,2303,414,90,8,2,0,0,1,4,0,0,2777
72,2020,1618,24725,2467,362,78,7,1,0,0,0,15,0,0,3411
72,2021,1702,27266,2739,404,111,14,1,0,0,1,1,0,0,3360
73,2012,3937,20334,1394,519,195,32,7,1,0,0,1,0,0,13538
73,2013,4429,21023,1495,512,213,40,9,3,0,0,0,0,0,15035
73,2014,4332,21673,1598,487,195,27,7,6,0,0,1,0,0,12907
73,2015,4157,21112,1611,497,199,29,5,1,0,0,2,0,0,12201
73,2016,3840,20090,1571,482,192,35,9,0,0,0,1,0,0,12453
73,2017,3393,19293,1446,503,221,44,3,2,0,0,0,0,0,12923
73,2018,3171,17627,1370,445,179,20,3,1,0,0,2,0,0,7502
73,2019,3131,17010,1332,470,194,27,3,1,0,0,1,0,0,9460
73,2020,3176,16924,1315,336,146,27,3,1,0,0,0,0,0,8658
73,2021,3270,16171,1301,374,152,27,6,1,0,0,2,0,0,10496
74,2012,4750,12926,868,395,130,16,2,2,0,0,2,0,1,6759
74,2013,5034,12566,902,416,122,13,4,2,0,1,5,0,0,5644
74,2014,5376,13348,947,421,142,12,1,0,0,0,3,0,0,5918
74,2015,5675,13654,976,438,141,27,4,0,0,0,4,0,0,8876
74,2016,5940,14168,1027,461,165,17,4,0,0,0,1,0,0,7974
74,2017,6236,15471,1087,458,132,18,3,0,0,0,2,0,0,6023
74,2018,6455,16204,1136,483,163,19,1,1,0,0,3,0,0,7467
74,2019,6584,15808,1187,500,192,26,1,0,0,0,1,0,0,8672
74,2020,6698,15455,1209,437,153,22,6,2,0,0,1,0,0,8774
74,2021,6752,16305,1272,429,143,16,9,1,0,0,0,0,0,9209
75,2012,896,2616,166,291,81,6,1,0,0,0,2,0,0,2561
75,2013,916,2546,180,314,83,8,1,0,0,0,1,0,0,3371
75,2014,929,2977,190,320,87,10,0,0,0,0,5,0,0,3474
75,2015,948,2979,202,369,108,7,1,0,0,0,1,0,0,2465
75,2016,944,3139,217,397,99,8,0,0,0,0,2,0,0,2817
75,2017,931,3180,228,412,121,5,1,0,0,0,3,0,0,3191
75,2018,976,4202,251,471,105,12,0,0,0,0,1,0,0,2685
75,2019,987,4751,269,474,125,6,1,0,0,0,2,0,0,3187
75,2020,1003,4533,287,503,126,4,1,0,0,0,1,0,0,2586
75,2021,1028,4976,316,598,164,5,1,0,0,0,12,0,0,3091
77,2012,951,5862,408,491,229,27,3,2,0,0,1,0,0,10571
77,2013,964,6025,434,466,213,22,7,3,0,0,2,0,0,8453
77,2014,1037,6228,468,459,186,27,6,2,0,0,2,0,0,10656
77,2015,1095,6682,501,466,217,29,7,0,0,0,1,0,0,11880
77,2016,1165,7003,533,473,231,29,4,1,0,0,1,0,0,13323
77,2017,1207,7974,577,488,257,34,10,1,0,0,1,0,0,14368
77,2018,1253,8316,616,534,268,34,7,2,1,0,1,0,0,13845
77,2019,1313,9227,645,601,276,37,5,2,0,1,1,0,0,14326
77,2020,1373,8627,629,439,218,36,7,0,0,0,5,0,0,13264
77,2021,1410,8457,634,448,227,37,7,2,0,1,1,0,0,12753
78,2012,2476,81803,4843,13606,7940,1007,272,77,5,2,77,1,0,458542
78,2013,2567,85287,5129,13557,7843,1084,246,92,8,10,63,1,0,476104
78,2014,2697,86278,5367,13404,7829,1125,292,83,5,5,55,1,0,488777
78,2015,2747,86657,5377,13104,7648,1127,274,67,2,2,44,2,0,499883
78,2016,2686,88248,5529,13058,7986,1237,342,72,8,9,59,0,0,534798
78,2017,2685,93792,5999,14154,8678,1310,363,83,7,7,69,0,0,573477
78,2018,2716,103439,6582,15855,10075,1588,359,72,3,2,89,0,0,641568
78,2019,2705,103899,6651,15968,10483,1749,393,50,1,4,55,1,0,693933
78,2020,2695,94871,6196,13077,8870,1660,404,51,4,4,270,1,0,675390
78,2021,2769,109159,7030,15128,10535,1601,337,48,5,3,197,0,0,675064
79,2012,1814,11818,703,358,140,9,2,1,0,0,3,0,0,5012
79,2013,1812,11252,736,359,140,11,0,1,0,0,1,0,0,5597
79,2014,1834,11579,777,379,160,24,5,1,0,0,0,0,0,8442
79,2015,1879,11818,791,301,122,14,2,0,0,0,1,0,0,7032
79,2016,1882,12079,788,289,95,19,2,0,0,0,0,0,0,6751
79,2017,1913,11706,814,303,94,17,1,2,1,1,0,0,0,4440
79,2018,1923,12975,877,307,128,19,1,0,0,1,1,0,0,5535
79,2019,1961,13167,905,360,120,11,2,0,0,1,1,0,0,4524
79,2020,1951,11460,824,189,84,14,1,0,0,0,0,0,0,3288
79,2021,1878,10017,718,206,88,9,1,0,0,0,0,0,0,3373
80,2012,701,12078,780,961,504,65,13,1,0,0,2,0,0,25537
80,2013,691,11987,819,979,498,78,14,2,0,1,4,0,0,25768
80,2014,692,12354,852,952,490,74,12,1,0,1,5,0,0,25997
80,2015,700,13675,892,944,486,74,10,1,0,1,2,0,0,24716
80,2016,705,14184,947,1010,525,76,14,3,1,0,4,0,0,28095
80,2017,718,14307,963,998,509,83,15,0,0,0,5,0,0,29973
80,2018,717,15044,992,986,529,65,16,3,0,0,3,0,0,30137
80,2019,719,15515,1018,1027,523,63,9,3,0,0,3,0,0,28425
80,2020,731,16730,1043,931,534,79,10,3,0,2,2,0,0,26245
80,2021,719,17538,1078,1032,582,65,15,0,0,0,3,0,0,31491
81,2012,51048,63495,3716,7325,3843,456,90,16,0,3,33,1,0,183047
81,2013,51764,66095,3848,7739,4062,452,97,28,2,1,28,0,1,201503
81,2014,52488,68888,3992,7954,4167,554,102,16,2,0,23,0,1,217660
81,2015,52874,69647,4124,8092,4158,546,119,16,1,1,26,3,1,228823
81,2016,53390,71730,4288,8198,4361,577,118,31,0,2,35,0,0,237140
81,2017,53319,71644,4325,8398,4572,590,125,27,2,1,32,2,1,246852
81,2018,53355,74137,4471,8525,4673,633,122,21,2,1,36,0,0,256007
81,2019,53788,79163,4646,8896,4980,681,137,23,0,3,42,0,0,272378
81,2020,54327,80198,4784,8227,4773,662,115,14,1,2,42,0,3,260843
81,2021,54797,83965,5023,9001,5199,744,126,16,0,3,40,0,2,285096
82,2012,1709,14027,916,445,205,20,1,0,0,0,4,0,0,8708
82,2013,1731,13655,933,423,205,30,5,0,0,0,3,0,0,10932
82,2014,1762,13891,976,413,188,18,2,0,0,0,1,0,0,8794
82,2015,1799,13300,943,431,184,20,5,0,0,0,2,0,0,9461
82,2016,1845,13266,980,405,192,20,4,0,0,0,3,0,0,10266
82,2017,1868,14030,1005,429,190,26,5,2,0,0,1,0,0,10723
82,2018,1901,15317,1055,449,193,15,3,0,0,0,2,0,0,8366
82,2019,1945,15881,1063,488,239,33,2,2,0,0,1,0,0,9912
82,2020,1994,15926,1061,385,193,22,3,1,0,0,2,0,0,9354
82,2021,2045,16834,1095,426,215,30,4,0,0,0,2,0,0,11283
84,2012,5442,383506,33945,16588,4737,443,61,21,0,2,169,2,3,183866
84,2013,5380,383794,34793,17003,4851,467,69,17,2,4,117,1,0,182675
84,2014,5359,371792,33908,16186,4700,460,52,18,0,5,97,1,1,179799
84,2015,5289,371499,34239,16294,4579,433,57,11,0,3,132,2,1,173772
84,2016,5233,379145,35259,16093,4677,483,58,23,1,2,128,0,1,188918
84,2017,5155,387602,36975,16933,4631,500,58,14,2,1,160,0,3,189475
84,2018,5097,388480,37194,17535,5089,504,59,24,3,2,239,1,1,196145
84,2019,5080,400483,38663,18121,5178,500,55,13,0,1,120,0,1,192548
84,2020,5057,393986,38435,15595,4810,452,54,9,0,1,698,0,2,180555
84,2021,5000,402231,39630,17655,6089,526,50,19,0,3,1249,0,4,206567
85,2012,7146,101272,7029,3750,1094,101,10,4,0,0,18,0,1,40921
85,2013,7248,95735,7104,3791,1103,119,20,3,1,1,12,1,1,46207
85,2014,7459,97257,7249,3882,1098,96,11,2,0,0,13,0,0,43990
85,2015,7656,94747,7503,3906,1208,110,14,1,0,1,11,0,0,48890
85,2016,7890,98129,8034,3992,1201,123,11,3,1,0,15,0,1,47677
85,2017,8084,95472,8047,4062,1240,111,14,3,0,1,13,0,0,45969
85,2018,8292,98396,8241,3922,1133,110,14,3,0,0,10,0,1,46041
85,2019,8518,104334,8474,4012,1151,94,10,2,0,1,10,0,0,40994
85,2020,8729,104652,8628,3194,982,108,12,2,0,1,32,0,1,40684
85,2021,8916,110283,8998,3728,1170,112,10,2,0,1,15,0,0,46131
86,2012,22435,186837,13844,12012,2233,186,30,7,0,0,498,0,0,81973
